time,handover_success_rate,ABS_QoS_DRB,ULDelay_gNBDU_Cell,DLDelay_gNBDU_Cell,Label
0.0,0.9769017053797971,3,0.5682586849192297,0.592402843002063,0
2.658937592059374e-05,0.9862637187476796,2,0.1512625094181766,0.7069504070217951,0
5.317875911714509e-05,0.9652537061584135,2,0.7121516235113468,0.5632085396924922,0
7.976813503773883e-05,0.9753720722749908,3,0.2408582694235042,0.6920368303013154,0
0.00010635751823429018,0.9807627392977026,4,0.9863307411925184,0.3656863676140773,0
0.00013294690143084154,0.9689437153527344,2,0.7411736001127277,0.8298196996717034,0
0.00015953627735143527,0.9840585579560422,4,0.5754085768716934,0.7718774084572004,0
0.00018612566054798663,0.9824698810590472,3,0.6959488208837503,0.6916140862908908,0
0.00021271503646858037,0.9607364270050424,2,0.9810408810992082,0.9836733098570716,0
0.00023930441966513172,0.9868962526340682,3,0.8525525698335271,0.5227857221526151,0
0.00026589380286168307,0.9706013969492688,3,0.5184489251625519,0.648154813232224,0
0.0002924831787822768,0.9798379252937184,2,0.2993827545588389,0.9955804698158208,0
0.00031907256197882816,0.8261110068995027,4,0.5228812656830973,0.50201988873899,1
0.0003456619378994219,0.9224541080526008,4,0.6018228472482119,0.4291891349155656,1
0.00037225132109597325,0.8253523474312362,4,0.5591102524261231,0.7580413131315937,1
0.0003988407042925246,0.8313477953933337,4,0.0727738862508214,0.7465302884498934,1
0.00042543008021311834,0.8363165966009146,3,0.9807945006195036,0.6801795056382516,1
0.0004520194634096697,0.8607479537072383,2,0.4380172333727204,0.6100709033814004,1
0.00047860883933026344,0.8060334109442877,4,0.4646060996743706,0.2652560495045005,1
0.0005051982225268148,0.8711867495029424,3,0.5532808607778527,0.6271511833882213,1
0.0005317875984474085,0.8957713087104928,4,0.9298603568346124,0.5718648702290388,1
0.0005583769816439599,0.9348828871783026,4,0.3015946924749575,0.274723909780629,1
0.0005849663648405112,0.8533135840732684,3,0.2449113025587072,0.7042592242713314,1
0.000611555740761105,0.9604562830676237,0,0.7445372772027501,0.7779816232221247,0
0.0006381451239576563,0.968150560521854,0,0.6995064070846386,0.6178324632350716,0
0.0006647344998782501,0.9733423162535992,2,0.8780199700321195,0.5319920296145244,0
0.0006913238830748014,0.9703230438002016,0,0.6287907778849654,0.4603487472258888,0
0.0007179132662713528,0.9772706000689324,2,0.8002438357770791,0.2293094497249741,0
0.0007445026421919465,0.9669005200309344,0,0.4958196288657258,0.6337307359681341,0
0.0007710920253884979,0.9650366976277718,4,0.5707982489108445,0.9499042266526728,0
0.0007976814013090916,0.9814698678696882,2,0.2149588733554261,0.3107355775106978,0
0.000824270784505643,0.970256801066559,2,0.7864232272962383,0.8313178395113533,0
0.0008508601677021943,0.9823312493240262,0,0.2953448899602164,0.6732049321365263,0
0.000877449543622788,0.9716502927632676,1,0.8612404441016529,0.4344722180143541,0
0.0009040389268193394,0.967335250715048,3,0.4326544174291751,0.2213845746758724,0
0.0009306283027399331,0.989496251393415,4,0.6796214121109049,0.1840543237430341,0
0.0009572176859364845,0.9684330164609126,0,0.5625224171279661,0.4943496440450186,0
0.0009838070618570782,0.9744442411984048,4,0.775574941182039,0.9951807544458786,0
0.0010103964450536296,0.985705509980493,3,0.7407774049080954,0.5853122399607701,0
0.001036985828250181,0.975531441180892,1,0.576899216724632,0.5529327011520997,0
0.0010635752041707747,0.9668637726779682,2,0.7749543492926306,0.2342111668007043,0
0.001090164587367326,0.9828895786523424,0,0.8059178607252997,0.6580849764331764,0
0.0011167539632879198,0.9848851628312704,4,0.5560762582298131,0.4693245287873437,0
0.0011433433464844711,0.96441172618434,4,0.2552614185808616,0.9829440976099056,0
0.0011699327296810225,0.9664045709132274,1,0.4383055462701122,0.6952642824737201,0
0.0011965221056016162,0.96765769522121,3,0.971599638481628,0.6384711073628959,0
0.0012231114887981676,0.9680859542469088,1,0.5497039971978568,0.5265641417280158,0
0.0012497008647187613,0.9874051873212976,1,0.8464194187429046,0.5401875763103555,0
0.0012762902479153126,0.9800751487073844,3,0.2682974331525772,0.0777150920122047,0
0.001302879631111864,0.9851405393716616,1,0.3615230596653823,0.4567413114682817,0
0.0013294690070324577,0.9657157482745902,3,0.7068550779564752,0.7087934273360182,0
0.001356058390229009,0.9625680823611203,4,0.86214952484362,0.5577926810078194,0
0.0013826477661496028,0.9679877290276184,1,0.5347294224091756,0.5315974465662793,0
0.0014092371493461542,0.9835464973811942,4,0.8806590018721643,0.366413658590782,0
0.001435826525266748,0.9846058669512168,1,0.6556181411667671,0.711780974602466,0
0.0014624159084632993,0.9698987971315622,1,0.4365582116933487,0.3591650915179343,0
0.0014890052916598506,0.9718076929413269,3,0.9544737568182424,0.8129303295081269,0
0.0015155946675804444,0.962109567847077,3,0.6958622380381781,0.5041872858620926,0
0.0015421840507769957,0.973465676132555,2,0.6615744696692053,0.943888025665398,0
0.0015687734266975895,0.9716882058978972,3,0.2154239024597224,0.7736180001443149,0
0.0015953628098941408,0.9850955794147004,1,0.4051170774134517,0.9310172413956876,0
0.0016219521930906922,0.9849403250537138,2,0.4781136614957618,0.4281682741986087,0
0.001648541569011286,0.9715486102897152,4,0.6711112111091297,0.4924781109339197,0
0.0016751309522078373,0.9863493617529788,3,0.5557265253550361,0.3197288157852748,0
0.001701720328128431,0.962613909450994,3,0.9558304799639428,0.7173551255855957,0
0.0017283097113249823,0.970539404721139,3,0.4204679751820649,0.513045522066505,0
0.0017548990945215337,0.9743497732934722,3,0.8185025984002153,0.105234788009379,0
0.0017814884704421274,0.9760065917518512,2,0.6972673386521596,0.3256836292842072,0
0.0018080778536386788,0.9718676232401232,0,0.4853602990149187,0.5246770825772928,0
0.0018346672295592725,0.9752402497247192,0,0.6544881586363442,0.6639360343236497,0
0.0018612566127558239,0.9677900371836974,1,0.9842235766716564,0.6341997628434393,0
0.0018878459886764176,0.9659106386285812,2,0.567734641125708,0.8800112351061535,0
0.001914435371872969,0.9742834670276782,3,0.4279424828203026,0.6352627679299431,0
0.0019410247550695203,0.9823624421794382,4,0.547976106854811,0.5962057339141471,0
0.001967614130990114,0.9711447840178988,2,0.4429144808122913,0.5603891073857824,0
0.0019942035141866654,0.986966306249194,4,0.4891767058411661,0.9120401181249972,0
0.002020792890107259,0.9699483524969664,4,0.9526741356189504,0.706316714429362,0
0.0020473822733038105,0.9647008921271908,1,0.8083864230094878,0.8244838946269742,0
0.002073971656500362,0.9789161626816868,1,0.2588330145219261,0.2630461658797002,0
0.0021005610324209556,0.9892915277178383,0,0.4166443197649361,0.7540044247351267,0
0.002127150415617507,0.9759171335955864,0,0.4937984425265938,0.561259509936672,0
0.0021537397915381007,0.9788252096897756,1,0.364719737693894,0.6477645688311711,0
0.002180329174734652,0.9729809690166118,1,0.9558958963961186,0.6695844585199586,0
0.0022069185579312034,0.9605639078881733,2,0.6620738202560985,0.0927106994687217,0
0.002233507933851797,0.9890824891069616,4,0.694099736422952,0.3315103793288922,0
0.0022600973170483485,0.9757871458934124,2,0.7630175432987945,0.8431041066895355,0
0.0022866866929689422,0.9707044500601149,2,0.65030949329758,0.1169416254395463,0
0.0023132760761654936,0.9663181135303296,2,0.7859582235534677,0.6747603803555098,0
0.0023398654520860873,0.9852259799298522,2,0.8338232295639734,0.8480828168125254,0
0.0023664548352826387,0.9796154661481828,1,0.230265486856886,0.9783313212926352,0
0.00239304421847919,0.862476471649884,1,0.3830357274141818,0.7760541118385256,1
0.0024196335943997838,0.8400664563695405,4,0.8788915865727525,0.7437533047011075,1
0.002446222977596335,0.8413863888797835,1,0.2873106553283934,0.7559262984705125,1
0.002472812353516929,0.8011523640729894,1,0.8399120771824414,0.8619513997742503,1
0.00249940173671348,0.9476009487273952,0,0.895707340255343,0.4873077041577306,1
0.0025259911199100316,0.806233977029565,1,0.7186611224586891,0.0861797386213015,1
0.0025525804958306253,0.8164571503129051,2,0.9698554390318694,0.5083410600173354,1
0.0025791698790271766,0.9207743131990662,3,0.7721481666897808,0.5468195314065875,1
0.0026057592549477704,0.8946040996196533,0,0.4501033892204125,0.6659650002691279,1
