handover_success_rate,ABS_QoS_DRB,ULDelay_gNBDU_Cell,DLDelay_gNBDU_Cell,Label
0.9693825555008242,2,0.9038288387379688,0.5312684904138483,0
0.984751836740296,3,0.2816601819739502,0.4282408956808283,0
0.900590266001576,0,0.5983000572502486,0.7241358743222591,1
0.8701699290339441,0,0.1530212135486929,0.6978674559252028,1
0.8454320085902914,1,0.8324595714966122,0.6601767559262409,1
0.9395431209399946,2,0.7845238704339877,0.6196947435500818,1
0.9428701598988576,3,0.2322158421186248,0.650345432859402,1
0.8846434379652068,1,0.4534086008525739,0.6302153082911436,1
0.8693704400049053,1,0.1740757956117636,0.462173621922937,1
0.8998380770872526,4,0.8551200599492454,0.2644897837476853,1
0.8727988653142351,2,0.3301649752905134,0.3532987281682833,1
0.9177097006413574,3,0.3093295253629426,0.8482401715520466,1
0.917987206904807,3,0.954758581111034,0.9922437616166516,1
0.8396308290200198,3,0.8600953200004797,0.6654500854400032,1
0.8144683806982002,3,0.3775580579916491,0.2741140684598585,1
0.817525907511384,0,0.9972785642894062,0.2712644417493478,1
0.8914627199079527,3,0.3484522560514989,0.9249038617256508,1
0.946761428219268,0,0.6612498905487321,0.6501191242174191,1
0.8977362268822623,0,0.7935296745743953,0.8630154250958331,1
0.9121333997571012,2,0.7786718361852655,0.1769894302618704,1
0.8264514856633154,0,0.5318371244003086,0.7884136188464848,1
0.8617234616179751,4,0.8164984838372173,0.903120008080476,1
0.89711142352674,2,0.483489736725225,0.6035360083933972,1
0.8585519812540735,1,0.6573520384402832,0.3900745705712543,1
0.8650670589572225,0,0.1845457782304911,0.7565231119125777,1
0.8167322111239682,0,0.9172456836541788,0.3351473443286364,1
0.8070214427481378,2,0.4841294740328867,0.40164219259862,1
0.9264370764880642,3,0.6347641586453603,0.6159034228008791,1
0.8190056466770996,0,0.5606614036140711,0.8586363214258157,1
0.8074671853912246,1,0.5605753379781383,0.3814394710498258,1
0.8871971303317662,2,0.6592221355451823,0.951020684819448,1
0.8881104579668977,2,0.8376853211684943,0.9249737761024086,1
0.8316503037300335,0,0.2371625709224425,0.6756782953329371,1
0.9703211553080752,4,0.1029021663735823,0.9720083014194324,0
0.9821665947323198,3,0.8460007801239655,0.986257285562382,0
0.9732128541754698,2,0.6521267146263492,0.8232916007360507,0
0.9615414602492,3,0.8962313092495939,0.6744771938852302,0
0.9624880958047928,0,0.0599250800183816,0.4631911386119849,0
0.9883422877616356,1,0.7357578676099508,0.6922559402905711,0
0.9713329496677504,2,0.6457914706815648,0.644459639561645,0
0.9816258405556426,1,0.4072417519406807,0.6490181749051905,0
0.9747170047912704,1,0.9191044360025624,0.4711338353599913,0
0.988447048535624,2,0.6540475556993636,0.5943010114111862,0
0.9691123389703796,2,0.620127257547321,0.4806685394383348,0
0.9639828473937404,0,0.4398603512062357,0.3169924400737938,0
0.9819754429589362,1,0.6464900552856125,0.612646848562222,0
0.9816477348300938,4,0.5427600908895227,0.5846386658710121,0
0.9774458698910377,1,0.4620136477198271,0.8995626512130854,0
0.9785868371524524,4,0.2287743479823631,0.6925019156031804,0
0.9890749000787784,1,0.6204527525522212,0.8178096539571966,0
0.9696586055744306,0,0.818212278349187,0.4477274587300048,0
0.9659561920591396,3,0.4955395426437156,0.203232105237504,0
0.969709032278627,2,0.4847621070293783,0.9281808890897892,0
0.9891559624893352,4,0.245281938866284,0.8735568987251409,0
0.9609818033999402,4,0.2025298974982829,0.9010553482793188,0
0.9802276904924888,3,0.3918654664175711,0.3068247349085178,0
0.986107711569465,1,0.569397387087722,0.5028798488906104,0
