time,handover_success_rate,ABS_QoS_DRB,ULDelay_gNBDU_Cell,DLDelay_gNBDU_Cell,Label
0.0,0.9769017053797971,3,0.5682586849192297,0.592402843002063,0
0.00026589380286168307,0.9706013969492688,3,0.5184489251625519,0.648154813232224,0
0.0005317875984474085,0.8957713087104928,4,0.9298603568346124,0.5718648702290388,1
0.0007976814013090916,0.9814698678696882,2,0.2149588733554261,0.3107355775106978,0
0.0010635752041707747,0.9668637726779682,2,0.7749543492926306,0.2342111668007043,0
0.0013294690070324577,0.9657157482745902,3,0.7068550779564752,0.7087934273360182,0
0.0015953628098941408,0.9850955794147004,1,0.4051170774134517,0.9310172413956876,0
0.0018612566127558239,0.9677900371836974,1,0.9842235766716564,0.6341997628434393,0
0.002127150415617507,0.9759171335955864,0,0.4937984425265938,0.561259509936672,0
0.00239304421847919,0.862476471649884,1,0.3830357274141818,0.7760541118385256,1
0.002658938021340873,0.8762419924105896,2,0.6124432273828398,0.1837880247540844,1
0.0029248318169265985,0.9741314133791212,4,0.3542443820365006,0.7046811140467765,0
0.0031907256197882816,0.9812543827349514,4,0.6690791901257802,0.3693501498902906,0
0.0034566194226499647,0.9801935610975354,4,0.4517942907448481,0.3574350118718967,0
0.0037225132255116478,0.9698103745352792,1,0.0576045590194747,0.3992175898301701,0
0.003988407028373331,0.9802681401424675,1,0.4951017002052049,0.8324917265558232,0
0.004254300831235014,0.9612410754731132,2,0.782096818454481,0.9738526510689156,0
0.004520194634096697,0.970983238475501,3,0.541361309266232,0.6270689492708033,0
0.00478608843695838,0.972033616889752,1,0.7786553735355033,0.8542935831252556,0
0.0050519822325441055,0.9877672070127348,1,0.4466789834852789,0.6432809701063225,0
0.005317876035405789,0.9854788686369578,1,0.5059431242786475,0.700035342649014,0
0.005583769838267472,0.9666878910161224,0,0.9378131279658743,0.2477939615803746,0
0.005849663641129155,0.981040734767317,2,0.206765253399504,0.6811751733418159,0
0.006115557443990838,0.9886141957159316,1,0.4451074286496022,0.4423076685853797,0
0.006381451246852521,0.9723113573972196,4,0.863923357164765,0.4967145607703545,0
0.006647345049714204,0.9381257896919872,3,0.6525484415745191,0.7833078479952409,1
0.006913238852575887,0.8932687913920119,1,0.3579785418132781,0.4584091317355467,1
0.00717913265543757,0.910918282063644,3,0.5768650432747552,0.9547123054536616,1
0.0074450264510232955,0.9408713690868756,4,0.1578702218802321,0.297008185103265,1
0.007710920253884979,0.8580383611293229,2,0.1103119927326417,0.8742970460838099,1
0.007976814056746662,0.9694192037012046,2,0.6056705674190417,0.235805200899059,0
0.008242707859608345,0.9674182617512452,2,0.9640144052687052,0.832624930979689,0
0.008508601662470028,0.9777006208483346,3,0.7424648824825432,0.9181526313634684,0
0.008774495465331711,0.9650521179926717,3,0.4763399043489756,0.5074292507189578,0
