time,handover_success_rate,ABS_QoS_DRB,ULDelay_gNBDU_Cell,DLDelay_gNBDU_Cell,Label
2023/1/1 07:00,0.965237218,1,0.889705589,0.713480727,0
2023/1/1 07:00,0.966158355,1,0.875485747,0.672265377,0
2023/1/1 07:00,0.978245747,0,0.988637865,0.931722487,0
2023/1/1 07:00,0.978996427,0,0.407949594,0.469834419,0
2023/1/1 07:00,0.971017434,3,0.369509971,0.958342404,0
2023/1/1 07:00,0.987663745,3,0.784027223,0.743859467,0
2023/1/1 07:00,0.984872989,3,0.581916601,0.751372579,0
2023/1/1 07:00,0.975681261,1,0.471417054,0.507899049,0
2023/1/1 07:00,0.968420477,4,0.708520407,0.257734158,0
2023/1/1 07:00,0.988963233,3,0.401432039,0.223657924,0
2023/1/1 07:00,0.980698441,2,0.088333256,0.687102773,0
2023/1/1 07:00,0.960853721,1,0.675869756,0.847289624,0
2023/1/1 07:00,0.962539874,2,0.485189521,0.576058092,0
2023/1/1 07:00,0.969345685,0,0.765446,0.869682851,0
2023/1/1 07:00,0.98503709,2,0.861548807,0.93774529,0
2023/1/1 07:00,0.986913178,1,0.32882559,0.033351725,0
2023/1/1 07:00,0.977608513,2,0.225309967,0.836970435,0
2023/1/1 07:00,0.989858026,3,0.706828882,0.713717343,0
2023/1/1 07:00,0.964197753,2,0.830272924,0.262477519,0
2023/1/1 07:00,0.979850881,1,0.932191437,0.521593323,0
2023/1/1 07:00,0.976675468,3,0.66290831,0.626413373,0
2023/1/1 07:00,0.965694399,2,0.524869827,0.659992629,0
2023/1/1 07:00,0.962210302,1,0.913418074,0.97383275,0
2023/1/1 07:00,0.979755891,2,0.70101761,0.686012049,0
2023/1/1 07:00,0.987019756,4,0.991645071,0.193259932,0
2023/1/1 07:00,0.970203533,4,0.512723958,0.654445185,0
2023/1/1 07:00,0.867505466,1,0.520436845,0.951981797,1
2023/1/1 07:00,0.922037535,1,0.543637545,0.616802548,1
2023/1/1 07:00,0.909210889,1,0.335508765,0.731088,1
2023/1/1 07:00,0.806713712,3,0.282350074,0.933020405,1
2023/1/1 07:00,0.836873735,1,0.856802301,0.723152621,1
2023/1/1 07:00,0.877350955,3,0.703795824,0.697520675,1
2023/1/1 07:00,0.873958322,3,0.948098689,0.49001066,1
2023/1/1 07:00,0.917681745,1,0.773097897,0.318704738,1
2023/1/1 07:00,0.908691018,3,0.360548578,0.99534364,1
2023/1/1 07:00,0.835096976,2,0.280238605,0.504663842,1
2023/1/1 07:00,0.85829831,1,0.2422393,0.657382261,1
2023/1/1 07:00,0.852858897,0,0.958829135,0.248075707,1
2023/1/1 07:00,0.826262132,4,0.795450408,0.632687024,1
2023/1/1 07:00,0.94131298,0,0.779755617,0.517957261,1
2023/1/1 07:00,0.844999947,4,0.095144728,0.575345411,1
2023/1/1 07:00,0.810745838,1,0.413950429,0.435820305,1
2023/1/1 07:00,0.847213797,0,0.913852898,0.88472729,1
2023/1/1 07:00,0.845644739,1,0.630926711,0.897216171,1
2023/1/1 07:00,0.815691069,2,0.829747878,0.14545468,1
2023/1/1 07:00,0.961892411,2,0.627322512,0.826996196,0
2023/1/1 07:00,0.969662275,2,0.367115739,0.690262632,0
2023/1/1 07:00,0.965027927,3,0.708205364,0.979204692,0
2023/1/1 07:00,0.977497291,4,0.450063201,0.5213521,0
2023/1/1 07:00,0.976807633,0,0.825779104,0.490090803,0
2023/1/1 07:00,0.967658131,4,0.269068216,0.995492126,0
2023/1/1 07:00,0.973401184,1,0.490180439,0.468135221,0
2023/1/1 07:00,0.987311009,2,0.839391316,0.904913196,0
2023/1/1 07:00,0.988667299,2,0.508940868,0.351328966,0
2023/1/1 07:00,0.974647031,0,0.364049061,0.711040911,0
2023/1/1 07:00,0.973966322,4,0.559376895,0.941580066,0
2023/1/1 07:00,0.976921701,3,0.883854348,0.764000082,0
2023/1/1 07:00,0.963283921,0,0.552957165,0.410888808,0
2023/1/1 07:00,0.985048123,1,0.799415993,0.750565944,0
2023/1/1 07:00,0.984431685,0,0.890903171,0.589389863,0
2023/1/1 07:01,0.964061247,0,0.857404234,0.841610328,0
2023/1/1 07:01,0.977705173,0,0.179024244,0.826275666,0
2023/1/1 07:01,0.989799174,4,0.53266066,0.68811747,0
2023/1/1 07:01,0.970009528,1,0.668013417,0.899620526,0
2023/1/1 07:01,0.970306886,3,0.799351936,0.741031061,0
2023/1/1 07:01,0.986474183,2,0.365206023,0.578219887,0
2023/1/1 07:01,0.976964555,0,0.558952005,0.298757658,0
2023/1/1 07:01,0.980812667,4,0.550259933,0.363054486,0
2023/1/1 07:01,0.984619663,3,0.409989383,0.989509658,0
2023/1/1 07:01,0.972192744,1,0.694714514,0.276326988,0
2023/1/1 07:01,0.971768083,4,0.633499553,0.61226003,0
2023/1/1 07:01,0.962722153,3,0.666276381,0.523407579,0
2023/1/1 07:01,0.963092882,1,0.420814278,0.729163976,0
2023/1/1 07:01,0.965542035,2,0.88459295,0.205515664,0
2023/1/1 07:01,0.969425089,0,0.735768801,0.810992386,0
2023/1/1 07:01,0.977108189,2,0.842623703,0.713994165,0
2023/1/1 07:01,0.98249153,3,0.493173956,0.300742153,0
2023/1/1 07:01,0.985100161,0,0.87176084,0.717810175,0
2023/1/1 07:01,0.986739251,4,0.076920835,0.577150558,0
2023/1/1 07:01,0.986160351,1,0.6303943,0.304872916,0
2023/1/1 07:01,0.972445717,1,0.956145607,0.418651374,0
2023/1/1 07:01,0.977117738,2,0.493416037,0.786243088,0
2023/1/1 07:01,0.985812892,2,0.96101289,0.361731942,0
2023/1/1 07:01,0.970015927,2,0.945962223,0.581197398,0
2023/1/1 07:01,0.973423873,3,0.652927665,0.710387915,0
2023/1/1 07:01,0.970734325,1,0.65708101,0.396865606,0
2023/1/1 07:01,0.96771858,4,0.577835346,0.678217168,0
2023/1/1 07:01,0.986076463,3,0.190415021,0.2909677,0
2023/1/1 07:01,0.812991817,2,0.694100951,0.337050625,1
2023/1/1 07:01,0.938876064,1,0.96684771,0.657210902,1
